order_id,order_date,user_id,user_name,city,membership,restaurant_id,restaurant_name,cuisine,restaurant_rating,total_amount
1207,21-08-2023,959,User_959,Chennai,Gold,278,Swagath Mess Non-Veg,Indian,3.5,415.63
1208,17-11-2023,1909,User_1909,Bangalore,Regular,367,Ruchi Restaurant Punjabi,Indian,4.6,716.26
1209,05-09-2023,481,User_481,Pune,Gold,33,Amma Foods Non-Veg,Italian,4.2,559.33
1210,04-05-2023,1595,User_1595,Chennai,Gold,297,Grand Tiffins Andhra,Italian,4.8,213.48
1211,08-05-2023,2304,User_2304,Chennai,Regular,240,New Mess Andhra,Indian,3.8,843.75
1212,28-07-2023,2889,User_2889,Chennai,Gold,413,Sai Curry House Punjabi,Italian,3.3,657.63
1213,09-06-2023,2280,User_2280,Bangalore,Regular,341,Amma Biryani Family Restaurant,Chinese,3.2,1462.46
1214,30-03-2023,215,User_215,Bangalore,Gold,486,Udupi Mess Andhra,Italian,4.1,1229.69
1215,29-08-2023,235,User_235,Hyderabad,Gold,27,Darbar Dhaba Pure Veg,Italian,4.4,1325.45
1216,17-10-2023,2656,User_2656,Bangalore,Gold,277,Swagath Restaurant North Indian,Mexican,3.3,171.47
1217,12-08-2023,2031,User_2031,Chennai,Regular,448,Amma Biryani Family Restaurant,Mexican,3.4,1092.52
1218,16-05-2023,2740,User_2740,Hyderabad,Regular,31,Udupi Delights North Indian,Mexican,4.7,621.9
1219,02-05-2023,763,User_763,Pune,Gold,202,Swagath Foods Chinese,Indian,4.7,1000.52
1220,16-03-2023,842,User_842,Pune,Regular,491,Classic Tiffins Chinese,Chinese,3.0,1434.82
1221,01-01-2023,1074,User_1074,Pune,Regular,37,Swagath Dhaba Andhra,Mexican,3.1,283.04
1222,20-07-2023,846,User_846,Hyderabad,Gold,410,Darbar Mess Pure Veg,Italian,3.6,1093.87
1223,30-09-2023,1151,User_1151,Hyderabad,Gold,397,Amma Foods Family Restaurant,Indian,4.8,145.7
1224,14-02-2023,1146,User_1146,Pune,Gold,146,Swagath Curry House Punjabi,Indian,4.8,299.17
1225,03-11-2023,1715,User_1715,Pune,Regular,444,Classic Cafe Family Restaurant,Chinese,4.7,630.21
1226,10-03-2023,1726,User_1726,Pune,Gold,303,Swagath Foods Andhra,Mexican,3.2,1374.51
1227,10-03-2023,2430,User_2430,Pune,Gold,78,Sri Kitchen Chinese,Indian,3.5,502.89
1228,09-09-2023,1913,User_1913,Pune,Gold,484,Taste of Biryani Punjabi,Mexican,4.2,873.13
1229,09-09-2023,224,User_224,Bangalore,Regular,345,Sai Tiffins Chinese,Chinese,4.3,1244.74
1230,26-02-2023,2047,User_2047,Hyderabad,Gold,354,Darbar Kitchen Chinese,Indian,3.8,1088.83
1231,09-12-2023,1269,User_1269,Bangalore,Gold,154,Spice Biryani Multicuisine,Chinese,4.7,413.26
1232,27-02-2023,336,User_336,Hyderabad,Regular,385,Ruchi Mess Multicuisine,Chinese,4.4,1379.82
1233,18-02-2023,1153,User_1153,Hyderabad,Gold,306,Grand Dhaba Non-Veg,Chinese,4.8,649.07
1234,30-10-2023,874,User_874,Pune,Gold,54,Ruchi Tiffins Multicuisine,Italian,4.9,1160.54
1235,16-07-2023,2122,User_2122,Pune,Regular,318,Hotel Tiffins Pure Veg,Indian,3.7,1000.99
1236,05-03-2023,925,User_925,Chennai,Regular,4,Annapurna Curry House Pure Veg,Chinese,4.1,1476.18
1237,10-07-2023,495,User_495,Pune,Gold,399,Swagath Cafe Multicuisine,Chinese,3.2,1005.9
1238,07-06-2023,565,User_565,Bangalore,Regular,276,Sri Kitchen Chinese,Italian,3.4,863.89
1239,21-10-2023,75,User_75,Hyderabad,Gold,423,Royal Tiffins Multicuisine,Indian,3.2,915.4
1240,13-02-2023,2997,User_2997,Hyderabad,Regular,3,Darbar Eatery Andhra,Mexican,4.3,1453.3
1241,07-04-2023,1857,User_1857,Hyderabad,Regular,203,New Kitchen Pure Veg,Chinese,3.8,1135.93
1242,20-03-2023,1825,User_1825,Hyderabad,Regular,295,Sai Cafe South Indian,Chinese,3.1,947.27
1243,24-02-2023,1017,User_1017,Bangalore,Regular,128,Swagath Kitchen South Indian,Indian,4.5,242.33
1244,12-08-2023,2457,User_2457,Chennai,Gold,488,New Biryani North Indian,Chinese,4.1,991.55
1245,25-01-2023,2153,User_2153,Bangalore,Gold,142,Ruchi Eatery Family Restaurant,Indian,4.6,704.09
1246,02-05-2023,1098,User_1098,Bangalore,Regular,374,Annapurna Curry House Multicuisine,Mexican,3.6,565.59
1247,04-08-2023,2627,User_2627,Bangalore,Gold,172,Darbar Eatery Family Restaurant,Italian,3.9,1443.59
1248,09-12-2023,1780,User_1780,Pune,Regular,289,Sri Biryani Punjabi,Italian,4.8,246.74
1249,14-10-2023,2013,User_2013,Pune,Gold,341,Amma Biryani Family Restaurant,Chinese,3.2,590.84
1250,31-08-2023,1475,User_1475,Bangalore,Gold,335,New Biryani Family Restaurant,Italian,3.9,1286.19
1251,28-02-2023,2867,User_2867,Bangalore,Regular,15,Classic Cafe Multicuisine,Chinese,4.6,254.61
1252,04-10-2023,6,User_6,Pune,Gold,457,Sai Delights Multicuisine,Indian,3.0,1403.88
1253,09-02-2023,2686,User_2686,Hyderabad,Gold,428,Annapurna Foods Punjabi,Mexican,4.8,501.28
1254,03-01-2023,2642,User_2642,Pune,Gold,192,Darbar Restaurant Punjabi,Italian,4.3,249.24
1255,06-11-2023,1980,User_1980,Pune,Gold,372,Annapurna Foods North Indian,Italian,4.4,264.83
1256,25-11-2023,1758,User_1758,Bangalore,Regular,354,Darbar Kitchen Chinese,Indian,3.8,1045.45
1257,10-01-2023,1013,User_1013,Pune,Gold,348,Royal Restaurant Andhra,Italian,3.0,1461.61
1258,25-11-2023,1286,User_1286,Pune,Gold,458,Swagath Mess Pure Veg,Italian,4.8,517.43
1259,25-03-2023,440,User_440,Chennai,Gold,126,Spice Tiffins North Indian,Italian,4.5,1013.47
1260,08-01-2023,2832,User_2832,Hyderabad,Gold,370,Swagath Cafe Multicuisine,Chinese,4.4,676.72
1261,22-03-2023,2856,User_2856,Hyderabad,Regular,373,Sai Delights Chinese,Indian,3.6,1135.56
1262,19-04-2023,1489,User_1489,Bangalore,Regular,111,Ruchi Dhaba Chinese,Mexican,4.2,755.12
1263,04-01-2023,163,User_163,Chennai,Gold,460,New Biryani Andhra,Chinese,4.5,773.76
1264,10-03-2023,124,User_124,Hyderabad,Regular,137,Swagath Delights Andhra,Indian,3.2,1494.79
1265,06-09-2023,573,User_573,Bangalore,Gold,205,Sri Mess North Indian,Italian,4.2,841.07
1266,09-01-2023,2689,User_2689,Bangalore,Regular,439,Classic Cafe Family Restaurant,Mexican,3.1,544.79
1267,07-07-2023,871,User_871,Chennai,Gold,471,Swagath Tiffins Punjabi,Indian,3.0,587.34
1268,22-09-2023,334,User_334,Chennai,Gold,195,Taste of Delights Multicuisine,Indian,3.4,228.72
1269,04-11-2023,2049,User_2049,Bangalore,Regular,94,Taste of Eatery Andhra,Chinese,4.5,834.4
1270,21-10-2023,429,User_429,Hyderabad,Gold,495,Ruchi Curry House North Indian,Italian,4.5,767.33
1271,27-01-2023,2751,User_2751,Bangalore,Gold,427,Spice Kitchen Pure Veg,Indian,3.6,391.5
1272,26-09-2023,1818,User_1818,Chennai,Gold,348,Royal Restaurant Andhra,Italian,3.0,1188.03
1273,07-10-2023,789,User_789,Pune,Regular,25,Swagath Cafe Punjabi,Chinese,3.7,677.1
1274,21-11-2023,275,User_275,Pune,Regular,174,Amma Biryani North Indian,Mexican,3.1,886.19
1275,09-02-2023,2885,User_2885,Hyderabad,Gold,168,Ruchi Foods Family Restaurant,Indian,3.7,1161.29
1276,06-05-2023,2191,User_2191,Pune,Gold,53,Swagath Delights Andhra,Indian,4.5,1363.14
1277,07-05-2023,784,User_784,Hyderabad,Regular,161,Annapurna Biryani South Indian,Mexican,3.8,987.54
1278,18-10-2023,472,User_472,Hyderabad,Gold,255,Hotel Tiffins Punjabi,Mexican,3.1,516.95
1279,16-11-2023,1811,User_1811,Bangalore,Regular,409,Royal Kitchen Chinese,Mexican,3.5,1497.9
1280,13-07-2023,1300,User_1300,Chennai,Regular,40,Royal Curry House Non-Veg,Indian,4.6,752.2
1281,04-07-2023,2405,User_2405,Bangalore,Regular,94,Taste of Eatery Andhra,Chinese,4.5,1389.36
1282,16-08-2023,2335,User_2335,Hyderabad,Gold,16,Sai Mess Andhra,Indian,4.6,216.04
1283,07-12-2023,358,User_358,Bangalore,Gold,156,Sri Tiffins North Indian,Italian,3.8,369.04
1284,04-06-2023,1774,User_1774,Bangalore,Regular,190,Amma Restaurant Pure Veg,Chinese,3.1,317.04
1285,07-07-2023,2148,User_2148,Pune,Regular,35,Royal Biryani North Indian,Chinese,3.9,995.66
1286,25-07-2023,142,User_142,Pune,Regular,345,Sai Tiffins Chinese,Chinese,4.3,1271.85
1287,09-07-2023,1931,User_1931,Bangalore,Regular,92,Amma Delights Pure Veg,Mexican,4.9,144.51
1288,23-05-2023,1213,User_1213,Pune,Regular,391,Sri Biryani Family Restaurant,Indian,3.3,683.94
1289,15-02-2023,1605,User_1605,Bangalore,Regular,2,Royal Delights South Indian,Indian,4.1,297.98
1290,19-06-2023,850,User_850,Chennai,Regular,232,New Dhaba Family Restaurant,Mexican,4.0,705.65
1291,09-12-2023,1312,User_1312,Hyderabad,Regular,475,Ruchi Kitchen Punjabi,Italian,4.9,1118.9
1292,15-10-2023,1939,User_1939,Bangalore,Gold,478,New Tiffins Pure Veg,Chinese,3.1,109.4
1293,28-02-2023,204,User_204,Bangalore,Regular,17,Udupi Delights Non-Veg,Indian,4.6,679.04
1294,30-03-2023,1500,User_1500,Hyderabad,Regular,73,Spice Mess Andhra,Mexican,3.1,1381.06
1295,24-02-2023,552,User_552,Hyderabad,Regular,248,Sri Kitchen Punjabi,Italian,3.0,535.3
1296,22-01-2023,1138,User_1138,Hyderabad,Gold,152,Hotel Curry House Punjabi,Indian,4.8,1084.23
1297,14-11-2023,318,User_318,Pune,Regular,316,Darbar Tiffins Andhra,Chinese,4.8,649.71
1298,06-11-2023,1985,User_1985,Chennai,Gold,39,Ruchi Delights South Indian,Indian,4.8,571.53
1299,17-04-2023,1809,User_1809,Bangalore,Gold,259,Amma Curry House Family Restaurant,Mexican,3.7,894.18
1300,02-08-2023,2022,User_2022,Bangalore,Regular,61,Hotel Curry House North Indian,Italian,4.4,175.86
1301,02-02-2023,1482,User_1482,Bangalore,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1,445.18
1302,30-01-2023,1841,User_1841,Chennai,Regular,489,Swagath Foods Punjabi,Italian,3.0,113.7
1303,14-12-2023,2149,User_2149,Pune,Gold,256,Sri Curry House Andhra,Italian,3.1,313.78
1304,21-12-2023,2862,User_2862,Pune,Regular,230,Sai Tiffins Andhra,Chinese,3.6,979.35
1305,21-09-2023,1828,User_1828,Chennai,Regular,159,Darbar Dhaba Punjabi,Mexican,4.9,401.04
1306,27-01-2023,1099,User_1099,Bangalore,Regular,127,Hotel Eatery Family Restaurant,Chinese,5.0,831.5
1307,27-10-2023,128,User_128,Hyderabad,Regular,269,Udupi Mess Pure Veg,Indian,3.5,523.38
1308,11-06-2023,2962,User_2962,Chennai,Gold,32,Udupi Eatery North Indian,Italian,3.2,1107.21
1309,18-03-2023,672,User_672,Bangalore,Regular,48,Royal Tiffins North Indian,Mexican,3.8,1311.13
1310,12-06-2023,1649,User_1649,Chennai,Gold,464,Ruchi Cafe Multicuisine,Italian,3.3,1025.36
1311,28-06-2023,1722,User_1722,Hyderabad,Gold,49,Amma Curry House Punjabi,Italian,4.0,1229.24
1312,17-12-2023,948,User_948,Pune,Regular,209,Royal Tiffins Family Restaurant,Indian,3.6,309.66
1313,17-09-2023,2221,User_2221,Bangalore,Gold,412,Darbar Cafe Pure Veg,Mexican,4.0,407.36
1314,25-09-2023,505,User_505,Hyderabad,Gold,162,New Foods Multicuisine,Italian,3.3,185.51
1315,18-01-2023,300,User_300,Chennai,Regular,468,New Restaurant North Indian,Chinese,4.8,1434.44
1316,03-02-2023,2425,User_2425,Chennai,Gold,143,Classic Cafe Punjabi,Chinese,4.0,1395.72
1317,27-11-2023,2201,User_2201,Bangalore,Gold,81,Darbar Mess Chinese,Chinese,3.2,1183.76
1318,30-03-2023,2038,User_2038,Chennai,Regular,279,Sri Tiffins Andhra,Italian,4.9,786.43
1319,09-06-2023,2609,User_2609,Hyderabad,Gold,302,Spice Curry House Andhra,Mexican,4.9,1266.1
1320,31-03-2023,481,User_481,Pune,Gold,90,Classic Biryani Pure Veg,Italian,4.8,684.48
1321,10-01-2023,1283,User_1283,Hyderabad,Regular,499,Annapurna Tiffins South Indian,Mexican,4.9,612.39
1322,12-09-2023,1744,User_1744,Bangalore,Gold,474,Annapurna Tiffins Pure Veg,Mexican,3.5,1100.37
1323,11-12-2023,2673,User_2673,Bangalore,Gold,205,Sri Mess North Indian,Italian,4.2,136.43
1324,27-05-2023,1806,User_1806,Chennai,Gold,45,Annapurna Restaurant Punjabi,Mexican,3.0,1413.33
1325,07-07-2023,599,User_599,Hyderabad,Gold,256,Sri Curry House Andhra,Italian,3.1,1046.39
1326,03-02-2023,274,User_274,Pune,Gold,101,Sai Kitchen South Indian,Mexican,3.9,844.21
1327,29-07-2023,1310,User_1310,Bangalore,Gold,175,Sai Biryani Non-Veg,Chinese,4.1,419.02
1328,08-05-2023,844,User_844,Chennai,Gold,51,Sri Eatery South Indian,Italian,3.0,1477.89
1329,01-01-2023,600,User_600,Chennai,Gold,248,Sri Kitchen Punjabi,Italian,3.0,1176.65
1330,06-06-2023,1553,User_1553,Pune,Regular,276,Sri Kitchen Chinese,Italian,3.4,488.38
1331,03-02-2023,590,User_590,Bangalore,Regular,463,Hotel Delights Chinese,Chinese,3.2,1088.64
1332,08-12-2023,1244,User_1244,Hyderabad,Gold,185,Hotel Dhaba Non-Veg,Mexican,4.5,134.84
1333,05-02-2023,953,User_953,Bangalore,Gold,287,Amma Cafe South Indian,Chinese,4.7,1328.12
1334,02-02-2023,2294,User_2294,Pune,Regular,454,Taste of Dhaba South Indian,Italian,4.5,445.28
1335,26-09-2023,2515,User_2515,Pune,Regular,277,Swagath Restaurant North Indian,Mexican,3.3,363.17
1336,01-09-2023,2251,User_2251,Pune,Regular,355,Swagath Restaurant Chinese,Indian,4.2,728.82
1337,20-05-2023,2027,User_2027,Bangalore,Regular,472,Darbar Delights Family Restaurant,Chinese,4.3,306.27
1338,18-08-2023,77,User_77,Pune,Regular,379,New Dhaba South Indian,Mexican,4.1,184.54
1339,07-07-2023,479,User_479,Chennai,Regular,280,Taste of Dhaba Andhra,Chinese,3.7,756.47
1340,13-08-2023,2800,User_2800,Chennai,Regular,298,Swagath Foods Andhra,Mexican,5.0,434.06
1341,16-11-2023,321,User_321,Chennai,Regular,445,Udupi Restaurant Pure Veg,Indian,4.3,1494.3
1342,30-11-2023,2818,User_2818,Pune,Gold,497,Hotel Delights South Indian,Mexican,4.4,676.51
1343,20-01-2023,2639,User_2639,Chennai,Regular,490,Swagath Curry House Punjabi,Italian,3.7,1332.18
1344,11-06-2023,1587,User_1587,Chennai,Regular,387,New Tiffins Andhra,Mexican,3.8,204.38
1345,29-09-2023,1442,User_1442,Bangalore,Gold,309,Ruchi Curry House Multicuisine,Indian,4.5,1092.45
1346,10-09-2023,2592,User_2592,Hyderabad,Regular,91,Annapurna Mess Non-Veg,Italian,4.8,161.8
1347,22-01-2023,1313,User_1313,Bangalore,Regular,487,Amma Eatery Chinese,Chinese,4.8,868.83
1348,25-04-2023,2308,User_2308,Chennai,Regular,366,Swagath Mess Chinese,Indian,4.5,300.18
1349,18-03-2023,1515,User_1515,Bangalore,Regular,352,Hotel Kitchen Multicuisine,Italian,4.7,265.64
1350,01-06-2023,406,User_406,Bangalore,Regular,292,Amma Cafe North Indian,Mexican,4.0,804.22
1351,05-08-2023,1066,User_1066,Bangalore,Regular,299,Taste of Kitchen North Indian,Mexican,3.2,947.95
1352,05-06-2023,1209,User_1209,Bangalore,Gold,474,Annapurna Tiffins Pure Veg,Mexican,3.5,577.02
1353,14-09-2023,600,User_600,Chennai,Gold,379,New Dhaba South Indian,Mexican,4.1,1352.95
1354,25-11-2023,1946,User_1946,Pune,Regular,378,New Mess North Indian,Italian,4.4,1232.8
1355,17-01-2023,1957,User_1957,Bangalore,Gold,18,Annapurna Kitchen Family Restaurant,Italian,4.5,171.67
1356,03-12-2023,1863,User_1863,Chennai,Gold,289,Sri Biryani Punjabi,Italian,4.8,812.39
1357,22-08-2023,2027,User_2027,Bangalore,Regular,290,Taste of Kitchen Chinese,Chinese,4.9,564.81
1358,15-02-2023,1967,User_1967,Hyderabad,Regular,72,Sri Foods Chinese,Mexican,3.4,1373.24
1359,17-01-2023,1146,User_1146,Pune,Gold,75,New Cafe South Indian,Chinese,4.2,612.37
1360,19-10-2023,567,User_567,Hyderabad,Gold,132,Spice Tiffins Chinese,Indian,3.7,354.2
1361,07-02-2023,322,User_322,Pune,Regular,267,Darbar Cafe Punjabi,Chinese,4.2,328.43
1362,24-04-2023,1811,User_1811,Bangalore,Regular,45,Annapurna Restaurant Punjabi,Mexican,3.0,282.46
1363,30-04-2023,2986,User_2986,Hyderabad,Regular,134,New Tiffins Non-Veg,Mexican,4.3,954.36
1364,15-05-2023,265,User_265,Chennai,Regular,49,Amma Curry House Punjabi,Italian,4.0,735.53
1365,16-10-2023,1423,User_1423,Hyderabad,Gold,280,Taste of Dhaba Andhra,Chinese,3.7,774.34
1366,16-08-2023,2857,User_2857,Chennai,Gold,68,Taste of Biryani Andhra,Italian,4.1,428.34
1367,18-10-2023,2579,User_2579,Bangalore,Gold,286,Spice Mess Andhra,Italian,5.0,449.98
1368,25-12-2023,366,User_366,Bangalore,Gold,465,Sai Eatery North Indian,Italian,4.9,804.25
1369,07-11-2023,2624,User_2624,Hyderabad,Regular,74,Spice Dhaba Non-Veg,Chinese,4.3,943.14
1370,24-10-2023,1508,User_1508,Pune,Gold,253,New Restaurant North Indian,Italian,4.6,703.84
1371,04-02-2023,2554,User_2554,Hyderabad,Gold,490,Swagath Curry House Punjabi,Italian,3.7,1473.09
1372,27-11-2023,1368,User_1368,Pune,Gold,177,Udupi Restaurant South Indian,Indian,3.9,477.35
1373,19-03-2023,2554,User_2554,Hyderabad,Gold,431,Udupi Tiffins Punjabi,Mexican,4.6,1340.22
1374,20-06-2023,540,User_540,Pune,Gold,184,Annapurna Tiffins Punjabi,Mexican,3.5,1212.84
1375,13-04-2023,420,User_420,Pune,Regular,204,Udupi Dhaba Non-Veg,Mexican,4.7,1068.16
1376,05-03-2023,2777,User_2777,Chennai,Gold,11,Taste of Kitchen Family Restaurant,Chinese,4.9,1000.22
1377,26-12-2023,2556,User_2556,Chennai,Gold,3,Darbar Eatery Andhra,Mexican,4.3,305.29
1378,30-08-2023,2751,User_2751,Bangalore,Gold,339,Annapurna Eatery South Indian,Indian,3.1,1386.27
1379,14-04-2023,1383,User_1383,Chennai,Gold,5,Udupi Foods South Indian,Chinese,4.8,816.74
1380,22-10-2023,354,User_354,Chennai,Regular,345,Sai Tiffins Chinese,Chinese,4.3,1247.31
1381,29-06-2023,2756,User_2756,Pune,Gold,22,Sri Biryani Non-Veg,Chinese,5.0,152.79
1382,24-01-2023,1277,User_1277,Chennai,Regular,32,Udupi Eatery North Indian,Italian,3.2,1125.93
1383,14-03-2023,1574,User_1574,Hyderabad,Gold,446,Annapurna Cafe Andhra,Indian,4.9,379.69
1384,24-08-2023,1094,User_1094,Bangalore,Regular,203,New Kitchen Pure Veg,Chinese,3.8,1027.04
1385,30-08-2023,1601,User_1601,Bangalore,Regular,171,Ruchi Mess Non-Veg,Mexican,3.6,1025.18
1386,05-03-2023,1512,User_1512,Chennai,Gold,19,Classic Biryani Chinese,Indian,3.6,1428.94
1387,28-12-2023,1656,User_1656,Hyderabad,Regular,431,Udupi Tiffins Punjabi,Mexican,4.6,675.02
1388,26-08-2023,685,User_685,Pune,Gold,14,Taste of Tiffins North Indian,Indian,3.8,1431.6
1389,26-04-2023,373,User_373,Hyderabad,Regular,476,Royal Curry House Multicuisine,Mexican,3.4,227.37
1390,11-11-2023,2747,User_2747,Chennai,Regular,77,Sri Mess Punjabi,Mexican,4.4,1216.5
1391,09-08-2023,2695,User_2695,Pune,Regular,234,Swagath Kitchen North Indian,Chinese,3.7,852.68
1392,25-06-2023,19,User_19,Hyderabad,Regular,27,Darbar Dhaba Pure Veg,Italian,4.4,718.22
1393,23-06-2023,1444,User_1444,Bangalore,Gold,301,Classic Tiffins North Indian,Italian,4.8,847.4
1394,20-11-2023,269,User_269,Bangalore,Gold,183,Taste of Biryani Non-Veg,Chinese,3.7,738.14
1395,23-11-2023,350,User_350,Chennai,Regular,96,Annapurna Biryani Non-Veg,Mexican,4.4,403.27
1396,21-04-2023,1317,User_1317,Pune,Regular,189,Hotel Curry House Non-Veg,Indian,4.8,205.47
1397,04-02-2023,2706,User_2706,Hyderabad,Regular,246,Ruchi Tiffins Pure Veg,Mexican,3.9,750.61
1398,16-07-2023,1273,User_1273,Chennai,Regular,176,Classic Delights North Indian,Italian,4.0,545.65
1399,17-10-2023,2427,User_2427,Hyderabad,Regular,39,Ruchi Delights South Indian,Indian,4.8,724.49
1400,30-09-2023,265,User_265,Chennai,Regular,87,Hotel Curry House Non-Veg,Mexican,3.8,981.27
1401,16-06-2023,1541,User_1541,Chennai,Regular,254,Ruchi Dhaba Chinese,Indian,4.7,1149.25
1402,07-02-2023,1571,User_1571,Pune,Gold,168,Ruchi Foods Family Restaurant,Indian,3.7,592.08
1403,10-03-2023,1029,User_1029,Bangalore,Gold,194,New Dhaba Family Restaurant,Chinese,3.8,212.34
1404,17-07-2023,2395,User_2395,Hyderabad,Regular,404,Classic Dhaba South Indian,Indian,3.8,1469.04
1405,06-07-2023,1275,User_1275,Chennai,Gold,275,Classic Eatery South Indian,Italian,3.8,693.64
1406,03-04-2023,1157,User_1157,Pune,Gold,43,Sai Cafe North Indian,Chinese,4.9,121.22
1407,01-05-2023,614,User_614,Hyderabad,Regular,214,Amma Foods North Indian,Chinese,3.4,726.43
1408,22-08-2023,2895,User_2895,Chennai,Gold,294,Hotel Dhaba Multicuisine,Italian,3.1,817.71
1409,08-10-2023,2174,User_2174,Pune,Gold,479,Grand Mess Andhra,Indian,3.8,716.24
1410,23-04-2023,2898,User_2898,Hyderabad,Regular,77,Sri Mess Punjabi,Mexican,4.4,723.85
1411,16-11-2023,2100,User_2100,Hyderabad,Regular,76,Amma Kitchen Punjabi,Italian,4.7,1117.94
1412,21-01-2023,3000,User_3000,Hyderabad,Gold,400,Ruchi Tiffins Non-Veg,Mexican,3.4,1235.67
1413,01-01-2024,745,User_745,Bangalore,Gold,268,Annapurna Biryani Multicuisine,Indian,3.8,105.08
1414,10-09-2023,2340,User_2340,Pune,Gold,37,Swagath Dhaba Andhra,Mexican,3.1,545.85
1415,12-04-2023,2915,User_2915,Chennai,Gold,293,Royal Eatery South Indian,Italian,3.0,694.1
1416,04-10-2023,505,User_505,Hyderabad,Gold,304,Hotel Tiffins Andhra,Italian,4.1,1028.7
1417,24-09-2023,2314,User_2314,Hyderabad,Gold,391,Sri Biryani Family Restaurant,Indian,3.3,1016.15
1418,23-09-2023,1460,User_1460,Hyderabad,Regular,285,Ruchi Eatery North Indian,Mexican,4.8,1445.74
1419,28-08-2023,2347,User_2347,Hyderabad,Regular,301,Classic Tiffins North Indian,Italian,4.8,1096.91
1420,02-07-2023,1141,User_1141,Pune,Gold,309,Ruchi Curry House Multicuisine,Indian,4.5,1422.31
1421,07-09-2023,1215,User_1215,Pune,Regular,477,Swagath Biryani North Indian,Indian,4.1,1108.75
1422,22-11-2023,1179,User_1179,Bangalore,Regular,500,Grand Eatery Family Restaurant,Chinese,3.2,1140.97
1423,18-07-2023,1863,User_1863,Chennai,Gold,347,Amma Delights Chinese,Chinese,4.8,583.67
1424,07-12-2023,318,User_318,Pune,Regular,135,Amma Eatery Non-Veg,Indian,3.7,1165.42
1425,16-06-2023,1845,User_1845,Hyderabad,Regular,73,Spice Mess Andhra,Mexican,3.1,958.15
1426,29-09-2023,1368,User_1368,Pune,Gold,485,Grand Dhaba Andhra,Mexican,4.9,929.45
1427,26-01-2023,1310,User_1310,Bangalore,Gold,90,Classic Biryani Pure Veg,Italian,4.8,1428.18
1428,14-09-2023,2790,User_2790,Hyderabad,Regular,417,Hotel Biryani North Indian,Mexican,3.0,1347.62
1429,10-05-2023,61,User_61,Pune,Gold,218,Sai Foods Pure Veg,Indian,4.1,1113.73
1430,13-07-2023,2360,User_2360,Bangalore,Regular,86,Sri Curry House Chinese,Indian,4.2,709.39
1431,26-11-2023,1299,User_1299,Bangalore,Regular,235,Amma Delights Family Restaurant,Italian,4.5,1262.07
1432,30-09-2023,2500,User_2500,Chennai,Gold,279,Sri Tiffins Andhra,Italian,4.9,982.77
1433,27-09-2023,137,User_137,Hyderabad,Gold,106,Spice Foods Non-Veg,Indian,4.8,1414.3
1434,01-04-2023,1714,User_1714,Chennai,Regular,312,Udupi Curry House Chinese,Chinese,3.1,787.44
1435,19-05-2023,785,User_785,Chennai,Gold,230,Sai Tiffins Andhra,Chinese,3.6,1204.45
1436,31-05-2023,339,User_339,Pune,Regular,265,Udupi Curry House Andhra,Chinese,4.2,437.39
1437,30-08-2023,788,User_788,Bangalore,Gold,306,Grand Dhaba Non-Veg,Chinese,4.8,1077.13
1438,06-11-2023,1300,User_1300,Chennai,Regular,172,Darbar Eatery Family Restaurant,Italian,3.9,135.1
1439,01-12-2023,901,User_901,Bangalore,Regular,177,Udupi Restaurant South Indian,Indian,3.9,1095.63
1440,27-07-2023,740,User_740,Hyderabad,Gold,321,Sai Restaurant Non-Veg,Chinese,4.7,1097.25
1441,02-03-2023,2830,User_2830,Pune,Gold,145,Amma Restaurant South Indian,Italian,3.1,602.77
1442,01-07-2023,1293,User_1293,Hyderabad,Gold,330,Udupi Eatery Multicuisine,Italian,3.9,127.81
1443,07-11-2023,2944,User_2944,Hyderabad,Gold,290,Taste of Kitchen Chinese,Chinese,4.9,1270.2
1444,29-03-2023,684,User_684,Hyderabad,Gold,213,Amma Dhaba Punjabi,Indian,3.7,1079.49
1445,02-02-2023,583,User_583,Pune,Gold,422,Sai Curry House South Indian,Mexican,3.0,231.29
1446,11-04-2023,623,User_623,Pune,Gold,118,Amma Mess Pure Veg,Mexican,3.8,1290.56
1447,22-09-2023,2582,User_2582,Hyderabad,Gold,43,Sai Cafe North Indian,Chinese,4.9,795.13
1448,19-07-2023,2933,User_2933,Chennai,Regular,364,Sri Foods Non-Veg,Mexican,3.4,1213.23
1449,28-06-2023,1217,User_1217,Chennai,Gold,495,Ruchi Curry House North Indian,Italian,4.5,1381.65
1450,03-11-2023,2653,User_2653,Bangalore,Gold,448,Amma Biryani Family Restaurant,Mexican,3.4,1007.45
1451,22-01-2023,1897,User_1897,Chennai,Gold,7,Ruchi Biryani Punjabi,Italian,3.2,1213.19
1452,11-08-2023,2474,User_2474,Chennai,Gold,75,New Cafe South Indian,Chinese,4.2,1481.64
1453,09-09-2023,2560,User_2560,Pune,Gold,83,Darbar Mess Pure Veg,Chinese,3.5,1188.59
1454,01-12-2023,719,User_719,Chennai,Gold,230,Sai Tiffins Andhra,Chinese,3.6,216.59
1455,29-12-2023,1965,User_1965,Hyderabad,Gold,429,Annapurna Biryani Pure Veg,Chinese,4.3,599.37
1456,23-11-2023,951,User_951,Chennai,Gold,325,Sri Cafe North Indian,Italian,4.5,1105.18
1457,18-11-2023,1377,User_1377,Pune,Regular,280,Taste of Dhaba Andhra,Chinese,3.7,1359.41
